seed,mode,turns,winner,seat
869,selfplay,300,AI 4,2
870,selfplay,300,AI 4,1
871,selfplay,300,AI 1,1
872,selfplay,300,AI 4,3
873,selfplay,300,AI 1,3
874,selfplay,300,AI 1,2
875,selfplay,300,AI 4,0
876,selfplay,300,AI 3,2
877,selfplay,300,AI 1,3
878,selfplay,300,AI 3,0
879,selfplay,300,AI 2,2
880,selfplay,300,AI 1,0
881,selfplay,300,AI 1,3
882,selfplay,300,AI 4,1
883,selfplay,300,AI 1,1
884,selfplay,300,AI 2,1
885,selfplay,300,AI 3,1
886,selfplay,300,AI 4,1
887,selfplay,300,AI 2,2
888,selfplay,300,AI 3,2
889,selfplay,300,AI 4,2
890,selfplay,300,AI 3,0
891,selfplay,300,AI 2,2
892,selfplay,300,AI 2,1
893,selfplay,300,AI 4,2
894,selfplay,300,AI 4,1
895,selfplay,300,AI 2,2
896,selfplay,300,AI 2,1
897,selfplay,300,AI 4,2
898,selfplay,300,AI 3,0
899,selfplay,300,AI 3,3
900,selfplay,300,AI 1,0
901,selfplay,300,AI 1,3
902,selfplay,300,AI 2,3
903,selfplay,300,AI 2,2
904,selfplay,300,AI 1,0
905,selfplay,300,AI 4,2
906,selfplay,300,AI 3,0
907,selfplay,300,AI 1,1
908,selfplay,300,AI 2,1
909,selfplay,300,AI 2,0
910,selfplay,300,AI 2,3
911,selfplay,300,AI 1,1
912,selfplay,300,AI 4,3
913,selfplay,300,AI 4,2
914,selfplay,300,AI 3,0
915,selfplay,300,AI 4,0
916,selfplay,300,AI 2,1
917,selfplay,300,AI 3,1
918,selfplay,300,AI 3,0
919,selfplay,300,AI 2,2
920,selfplay,300,AI 4,3
921,selfplay,300,AI 4,2
922,selfplay,300,AI 3,0
923,selfplay,300,AI 3,3
924,selfplay,300,AI 3,2
925,selfplay,300,AI 2,0
926,selfplay,300,AI 3,0
927,selfplay,300,AI 3,3
928,selfplay,300,AI 2,1
929,selfplay,300,AI 3,1
930,selfplay,300,AI 3,0
931,selfplay,300,AI 4,0
932,selfplay,300,AI 4,3
933,selfplay,300,AI 3,1
934,selfplay,300,AI 2,3
935,selfplay,300,AI 1,1
936,selfplay,300,AI 4,3
937,selfplay,300,AI 1,3
938,selfplay,300,AI 4,1
939,selfplay,300,AI 4,0
940,selfplay,300,AI 1,0
941,selfplay,300,AI 3,1
942,selfplay,300,AI 3,0
943,selfplay,300,AI 1,1
944,selfplay,300,AI 3,2
945,selfplay,300,AI 4,2
946,selfplay,300,AI 1,2
947,selfplay,300,AI 3,3
948,selfplay,300,AI 1,0
949,selfplay,300,AI 3,1
950,selfplay,300,AI 2,3
951,selfplay,300,AI 4,0
952,selfplay,300,AI 3,2
953,selfplay,300,AI 2,0
954,selfplay,300,AI 2,3
955,selfplay,300,AI 4,0
956,selfplay,300,AI 3,2
957,selfplay,300,AI 1,3
958,selfplay,300,AI 3,0
959,selfplay,300,AI 3,3
960,selfplay,300,AI 2,1
961,selfplay,300,AI 1,3
962,selfplay,300,AI 1,2
963,selfplay,300,AI 2,2
964,selfplay,300,AI 1,0
965,selfplay,300,AI 2,0
966,selfplay,300,AI 1,2
967,selfplay,300,AI 1,1
968,selfplay,300,AI 1,0
969,selfplay,300,AI 2,0
970,selfplay,300,AI 4,1
971,selfplay,300,AI 3,3
972,selfplay,300,AI 3,2
973,selfplay,300,AI 4,2
974,selfplay,300,AI 1,2
975,selfplay,300,AI 4,0
976,selfplay,300,AI 1,0
977,selfplay,300,AI 3,1
978,selfplay,300,AI 3,0
979,selfplay,300,AI 2,2
980,selfplay,300,AI 4,3
981,selfplay,300,AI 4,2
982,selfplay,300,AI 4,1
983,selfplay,300,AI 4,0
984,selfplay,300,AI 1,0
985,selfplay,300,AI 4,2
986,selfplay,300,AI 3,0
987,selfplay,300,AI 3,3
988,selfplay,300,AI 4,3
989,selfplay,300,AI 4,2
990,selfplay,300,AI 4,1
991,selfplay,300,AI 2,2
992,selfplay,300,AI 2,1
993,selfplay,300,AI 4,2
994,selfplay,300,AI 3,0
995,selfplay,300,AI 3,3
996,selfplay,300,AI 3,2
997,selfplay,300,AI 1,3
998,selfplay,300,AI 4,1
999,selfplay,300,AI 2,2
