seed,mode,turns,winner,seat
868,selfplay,300,AI 2,1
869,selfplay,300,AI 4,2
870,selfplay,300,AI 3,0
871,selfplay,300,AI 3,3
872,selfplay,300,AI 4,3
873,selfplay,300,AI 3,1
874,selfplay,300,AI 2,3
875,selfplay,300,AI 2,2
876,selfplay,300,AI 1,0
877,selfplay,300,AI 2,0
878,selfplay,300,AI 3,0
879,selfplay,300,AI 1,1
880,selfplay,300,AI 3,2
881,selfplay,300,AI 3,1
882,selfplay,300,AI 2,3
883,selfplay,300,AI 4,0
884,selfplay,300,AI 1,0
885,selfplay,300,AI 4,2
886,selfplay,300,AI 4,1
887,selfplay,300,AI 1,1
888,selfplay,300,AI 4,3
889,selfplay,300,AI 1,3
890,selfplay,300,AI 4,1
891,selfplay,300,AI 3,3
892,selfplay,300,AI 1,0
893,selfplay,300,AI 4,2
894,selfplay,300,AI 2,3
895,selfplay,300,AI 4,0
896,selfplay,300,AI 1,0
897,selfplay,300,AI 1,3
898,selfplay,300,AI 3,0
899,selfplay,300,AI 2,2
900,selfplay,300,AI 1,0
901,selfplay,300,AI 4,2
902,selfplay,300,AI 1,2
903,selfplay,300,AI 1,1
904,selfplay,300,AI 2,1
905,selfplay,300,AI 3,1
906,selfplay,300,AI 3,0
907,selfplay,300,AI 4,0
908,selfplay,300,AI 2,1
909,selfplay,300,AI 1,3
910,selfplay,300,AI 3,0
911,selfplay,300,AI 1,1
912,selfplay,300,AI 2,1
913,selfplay,300,AI 4,2
914,selfplay,300,AI 1,2
915,selfplay,300,AI 3,3
916,selfplay,300,AI 1,0
917,selfplay,300,AI 1,3
918,selfplay,300,AI 1,2
919,selfplay,300,AI 2,2
920,selfplay,300,AI 4,3
921,selfplay,300,AI 2,0
922,selfplay,300,AI 1,2
923,selfplay,300,AI 3,3
924,selfplay,300,AI 2,1
925,selfplay,300,AI 4,2
926,selfplay,300,AI 3,0
927,selfplay,300,AI 3,3
928,selfplay,300,AI 1,0
929,selfplay,300,AI 1,3
930,selfplay,300,AI 3,0
931,selfplay,300,AI 2,2
932,selfplay,300,AI 4,3
933,selfplay,300,AI 3,1
934,selfplay,300,AI 1,2
935,selfplay,300,AI 4,0
936,selfplay,300,AI 1,0
937,selfplay,300,AI 4,2
938,selfplay,300,AI 1,2
939,selfplay,300,AI 4,0
940,selfplay,300,AI 2,1
941,selfplay,300,AI 3,1
942,selfplay,300,AI 4,1
943,selfplay,300,AI 4,0
944,selfplay,300,AI 3,2
945,selfplay,300,AI 4,2
946,selfplay,300,AI 4,1
947,selfplay,300,AI 3,3
948,selfplay,300,AI 4,3
949,selfplay,300,AI 1,3
950,selfplay,300,AI 3,0
951,selfplay,300,AI 3,3
952,selfplay,300,AI 3,2
953,selfplay,300,AI 4,2
954,selfplay,300,AI 2,3
955,selfplay,300,AI 1,1
956,selfplay,300,AI 2,1
957,selfplay,300,AI 3,1
958,selfplay,300,AI 1,2
959,selfplay,300,AI 1,1
960,selfplay,300,AI 4,3
961,selfplay,300,AI 2,0
962,selfplay,300,AI 4,1
963,selfplay,300,AI 2,2
964,selfplay,300,AI 4,3
965,selfplay,300,AI 1,3
966,selfplay,300,AI 4,1
967,selfplay,300,AI 1,1
968,selfplay,300,AI 4,3
969,selfplay,300,AI 2,0
970,selfplay,300,AI 1,2
971,selfplay,300,AI 3,3
972,selfplay,300,AI 2,1
973,selfplay,300,AI 3,1
974,selfplay,300,AI 3,0
975,selfplay,300,AI 4,0
976,selfplay,300,AI 4,3
977,selfplay,300,AI 2,0
978,selfplay,300,AI 4,1
979,selfplay,300,AI 4,0
980,selfplay,300,AI 1,0
981,selfplay,300,AI 3,1
982,selfplay,300,AI 2,3
983,selfplay,300,AI 4,0
984,selfplay,300,AI 3,2
985,selfplay,300,AI 1,3
986,selfplay,300,AI 2,3
987,selfplay,300,AI 2,2
988,selfplay,300,AI 4,3
989,selfplay,300,AI 3,1
990,selfplay,300,AI 4,1
991,selfplay,300,AI 1,1
992,selfplay,300,AI 4,3
993,selfplay,300,AI 1,3
994,selfplay,300,AI 1,2
995,selfplay,300,AI 2,2
996,selfplay,300,AI 1,0
997,selfplay,300,AI 3,1
998,selfplay,300,AI 1,2
999,selfplay,300,AI 4,0
